A,B,linkA,linkB,prerequisites,source,domin,language
Force,Sound_intensity,https://en.wikipedia.org/wiki/Force,https://en.wikipedia.org/wiki/Sound_intensity,A->B,AL-CPL,physics,en
Friction,Force,https://en.wikipedia.org/wiki/Friction,https://en.wikipedia.org/wiki/Force,None,AL-CPL,physics,en
Hertz,Frequency,https://en.wikipedia.org/wiki/Hertz,https://en.wikipedia.org/wiki/Frequency,None,AL-CPL,physics,en
Electrostatics,Electric_field,https://en.wikipedia.org/wiki/Electrostatics,https://en.wikipedia.org/wiki/Electric_field,None,AL-CPL,physics,en
Physics,Hardness,https://en.wikipedia.org/wiki/Physics,https://en.wikipedia.org/wiki/Hardness,A->B,AL-CPL,physics,en
Physics,Motion_(physics),https://en.wikipedia.org/wiki/Physics,https://en.wikipedia.org/wiki/Motion,A->B,AL-CPL,physics,en
Wave,Absorption_spectroscopy,https://en.wikipedia.org/wiki/Wave,https://en.wikipedia.org/wiki/Absorption_spectroscopy,A->B,AL-CPL,physics,en
Electron,Magnetic_field,https://en.wikipedia.org/wiki/Electron,https://en.wikipedia.org/wiki/Magnetic_field,None,AL-CPL,physics,en
Distance,Potential_energy,https://en.wikipedia.org/wiki/Distance,https://en.wikipedia.org/wiki/Potential_energy,A->B,AL-CPL,physics,en
Metre,Torque,https://en.wikipedia.org/wiki/Metre,https://en.wikipedia.org/wiki/Torque,None,AL-CPL,physics,en
Geometrical_optics,Crest_(physics),https://en.wikipedia.org/wiki/Geometrical_optics,https://en.wikipedia.org/wiki/Crest_and_trough,None,AL-CPL,physics,en
Sound_intensity,Power_(physics),https://en.wikipedia.org/wiki/Sound_intensity,https://en.wikipedia.org/wiki/Power_(physics),None,AL-CPL,physics,en
Metre,Ammeter,https://en.wikipedia.org/wiki/Metre,https://en.wikipedia.org/wiki/Ammeter,None,AL-CPL,physics,en
Frequency,Energy_level,https://en.wikipedia.org/wiki/Frequency,https://en.wikipedia.org/wiki/Energy_level,None,AL-CPL,physics,en
Work_(physics),Electric_potential,https://en.wikipedia.org/wiki/Work_(physics),https://en.wikipedia.org/wiki/Electric_potential,A->B,AL-CPL,physics,en
Torque,Mass,https://en.wikipedia.org/wiki/Torque,https://en.wikipedia.org/wiki/Mass,None,AL-CPL,physics,en
Mass,Elastic_collision,https://en.wikipedia.org/wiki/Mass,https://en.wikipedia.org/wiki/Elastic_collision,A->B,AL-CPL,physics,en
Acceleration,Equations_of_motion,https://en.wikipedia.org/wiki/Acceleration,https://en.wikipedia.org/wiki/Equations_of_motion,A->B,AL-CPL,physics,en
Distance,Sonic_boom,https://en.wikipedia.org/wiki/Distance,https://en.wikipedia.org/wiki/Sonic_boom,None,AL-CPL,physics,en
Physics,Absorption_spectroscopy,https://en.wikipedia.org/wiki/Physics,https://en.wikipedia.org/wiki/Absorption_spectroscopy,A->B,AL-CPL,physics,en
Wave,Energy,https://en.wikipedia.org/wiki/Wave,https://en.wikipedia.org/wiki/Energy,None,AL-CPL,physics,en
Mass,Physics,https://en.wikipedia.org/wiki/Mass,https://en.wikipedia.org/wiki/Physics,None,AL-CPL,physics,en
Electromotive_force,Force,https://en.wikipedia.org/wiki/Electromotive_force,https://en.wikipedia.org/wiki/Force,None,AL-CPL,physics,en
Energy,Photoelectric_effect,https://en.wikipedia.org/wiki/Energy,https://en.wikipedia.org/wiki/Photoelectric_effect,A->B,AL-CPL,physics,en
Metre,Refractive_index,https://en.wikipedia.org/wiki/Metre,https://en.wikipedia.org/wiki/Refractive_index,None,AL-CPL,physics,en
Power_(physics),Sound_intensity,https://en.wikipedia.org/wiki/Power_(physics),https://en.wikipedia.org/wiki/Sound_intensity,A->B,AL-CPL,physics,en
Coulomb's_law,Emission_spectrum,https://en.wikipedia.org/wiki/Coulomb%27s_law,https://en.wikipedia.org/wiki/Emission_spectrum,A->B,AL-CPL,physics,en
Electromotive_force,Electric_field,https://en.wikipedia.org/wiki/Electromotive_force,https://en.wikipedia.org/wiki/Electric_field,None,AL-CPL,physics,en
Wave,Force,https://en.wikipedia.org/wiki/Wave,https://en.wikipedia.org/wiki/Force,None,AL-CPL,physics,en
Planet,Force,https://en.wikipedia.org/wiki/Planet,https://en.wikipedia.org/wiki/Force,None,AL-CPL,physics,en
Gravitational_field,Force,https://en.wikipedia.org/wiki/Gravitational_field,https://en.wikipedia.org/wiki/Force,None,AL-CPL,physics,en
Telescope,Interference_(wave_propagation),https://en.wikipedia.org/wiki/Telescope,https://en.wikipedia.org/wiki/Wave_interference,None,AL-CPL,physics,en
Acceleration,Velocity,https://en.wikipedia.org/wiki/Acceleration,https://en.wikipedia.org/wiki/Velocity,None,AL-CPL,physics,en
Virtual_image,Light,https://en.wikipedia.org/wiki/Virtual_image,https://en.wikipedia.org/wiki/Light,None,AL-CPL,physics,en
Frame_of_reference,Acceleration,https://en.wikipedia.org/wiki/Frame_of_reference,https://en.wikipedia.org/wiki/Acceleration,None,AL-CPL,physics,en
Physics,Interference_(wave_propagation),https://en.wikipedia.org/wiki/Physics,https://en.wikipedia.org/wiki/Wave_interference,A->B,AL-CPL,physics,en
Distance,Electrostatics,https://en.wikipedia.org/wiki/Distance,https://en.wikipedia.org/wiki/Electrostatics,A->B,AL-CPL,physics,en
Optical_microscope,Laser,https://en.wikipedia.org/wiki/Optical_microscope,https://en.wikipedia.org/wiki/Laser,None,AL-CPL,physics,en
Electric_potential_energy,Field_(physics),https://en.wikipedia.org/wiki/Electric_potential_energy,https://en.wikipedia.org/wiki/Field_(physics),None,AL-CPL,physics,en
Free_fall,Speed,https://en.wikipedia.org/wiki/Free_fall,https://en.wikipedia.org/wiki/Speed,None,AL-CPL,physics,en
Velocity,Energy,https://en.wikipedia.org/wiki/Velocity,https://en.wikipedia.org/wiki/Energy,None,AL-CPL,physics,en
Le_Sage's_theory_of_gravitation,Speed,https://en.wikipedia.org/wiki/Le_Sage%27s_theory_of_gravitation,https://en.wikipedia.org/wiki/Speed,None,AL-CPL,physics,en
Force,Frame_of_reference,https://en.wikipedia.org/wiki/Force,https://en.wikipedia.org/wiki/Frame_of_reference,None,AL-CPL,physics,en
Light,Electron,https://en.wikipedia.org/wiki/Light,https://en.wikipedia.org/wiki/Electron,None,AL-CPL,physics,en
Intensity_(physics),Force,https://en.wikipedia.org/wiki/Intensity_(physics),https://en.wikipedia.org/wiki/Force,None,AL-CPL,physics,en
Field_(physics),Force,https://en.wikipedia.org/wiki/Field_(physics),https://en.wikipedia.org/wiki/Force,None,AL-CPL,physics,en
Position_(vector),Gravity_of_Earth,https://en.wikipedia.org/wiki/Position_(geometry),https://en.wikipedia.org/wiki/Gravity_of_Earth,A->B,AL-CPL,physics,en
Plane_mirror,Specular_reflection,https://en.wikipedia.org/wiki/Plane_mirror,https://en.wikipedia.org/wiki/Specular_reflection,None,AL-CPL,physics,en
Electrostatics,Insulator_(electricity),https://en.wikipedia.org/wiki/Electrostatics,https://en.wikipedia.org/wiki/Insulator_(electricity),None,AL-CPL,physics,en
Position_(vector),Acceleration,https://en.wikipedia.org/wiki/Position_(geometry),https://en.wikipedia.org/wiki/Acceleration,A->B,AL-CPL,physics,en
Electromagnetic_radiation,Intensity_(physics),https://en.wikipedia.org/wiki/Electromagnetic_radiation,https://en.wikipedia.org/wiki/Intensity_(physics),None,AL-CPL,physics,en
Distance,Electrical_resistance_and_conductance,https://en.wikipedia.org/wiki/Distance,https://en.wikipedia.org/wiki/Electrical_resistance_and_conductance,None,AL-CPL,physics,en
Refraction,Shock_wave,https://en.wikipedia.org/wiki/Refraction,https://en.wikipedia.org/wiki/Shock_wave,None,AL-CPL,physics,en
Transmission_medium,Rarefaction,https://en.wikipedia.org/wiki/Transmission_medium,https://en.wikipedia.org/wiki/Rarefaction,None,AL-CPL,physics,en
Distance,Shock_wave,https://en.wikipedia.org/wiki/Distance,https://en.wikipedia.org/wiki/Shock_wave,A->B,AL-CPL,physics,en
Electric_potential_energy,Force,https://en.wikipedia.org/wiki/Electric_potential_energy,https://en.wikipedia.org/wiki/Force,None,AL-CPL,physics,en
Total_internal_reflection,Geometrical_optics,https://en.wikipedia.org/wiki/Total_internal_reflection,https://en.wikipedia.org/wiki/Geometrical_optics,None,AL-CPL,physics,en
Physics,Plasticity_(physics),https://en.wikipedia.org/wiki/Physics,https://en.wikipedia.org/wiki/Plasticity_(physics),A->B,AL-CPL,physics,en
Work_(physics),Electric_potential_energy,https://en.wikipedia.org/wiki/Work_(physics),https://en.wikipedia.org/wiki/Electric_potential_energy,A->B,AL-CPL,physics,en
Electric_current,Electrical_resistance_and_conductance,https://en.wikipedia.org/wiki/Electric_current,https://en.wikipedia.org/wiki/Electrical_resistance_and_conductance,A->B,AL-CPL,physics,en
Field_(physics),Magnetic_field,https://en.wikipedia.org/wiki/Field_(physics),https://en.wikipedia.org/wiki/Magnetic_field,A->B,AL-CPL,physics,en
Light,Pigment,https://en.wikipedia.org/wiki/Light,https://en.wikipedia.org/wiki/Pigment,None,AL-CPL,physics,en
Work_(physics),Force,https://en.wikipedia.org/wiki/Work_(physics),https://en.wikipedia.org/wiki/Force,None,AL-CPL,physics,en
Non-inertial_reference_frame,Motion_(physics),https://en.wikipedia.org/wiki/Non-inertial_reference_frame,https://en.wikipedia.org/wiki/Motion,None,AL-CPL,physics,en
Virtual_image,Ray_(optics),https://en.wikipedia.org/wiki/Virtual_image,https://en.wikipedia.org/wiki/Ray_(optics),None,AL-CPL,physics,en
Pigment,Color,https://en.wikipedia.org/wiki/Pigment,https://en.wikipedia.org/wiki/Color,None,AL-CPL,physics,en
Physics,Elasticity_(physics),https://en.wikipedia.org/wiki/Physics,https://en.wikipedia.org/wiki/Elasticity_(physics),A->B,AL-CPL,physics,en
Length,Sonic_boom,https://en.wikipedia.org/wiki/Length,https://en.wikipedia.org/wiki/Sonic_boom,None,AL-CPL,physics,en
Force,Gravitational_constant,https://en.wikipedia.org/wiki/Force,https://en.wikipedia.org/wiki/Gravitational_constant,A->B,AL-CPL,physics,en
Dispersion_(optics),Amplitude,https://en.wikipedia.org/wiki/Dispersion_(optics),https://en.wikipedia.org/wiki/Amplitude,None,AL-CPL,physics,en
Position_(vector),Motion_graphs_and_derivatives,https://en.wikipedia.org/wiki/Position_(geometry),https://en.wikipedia.org/wiki/Motion_graphs_and_derivatives,A->B,AL-CPL,physics,en
Physics,Equations_of_motion,https://en.wikipedia.org/wiki/Physics,https://en.wikipedia.org/wiki/Equations_of_motion,A->B,AL-CPL,physics,en
Refraction,Electromagnetic_radiation,https://en.wikipedia.org/wiki/Refraction,https://en.wikipedia.org/wiki/Electromagnetic_radiation,None,AL-CPL,physics,en
Emission_spectrum,Light,https://en.wikipedia.org/wiki/Emission_spectrum,https://en.wikipedia.org/wiki/Light,None,AL-CPL,physics,en
Electromotive_force,Magnetic_field,https://en.wikipedia.org/wiki/Electromotive_force,https://en.wikipedia.org/wiki/Magnetic_field,None,AL-CPL,physics,en
Energy,Sound_intensity,https://en.wikipedia.org/wiki/Energy,https://en.wikipedia.org/wiki/Sound_intensity,A->B,AL-CPL,physics,en
Gravity_of_Earth,Physics,https://en.wikipedia.org/wiki/Gravity_of_Earth,https://en.wikipedia.org/wiki/Physics,None,AL-CPL,physics,en
Mechanical_energy,Position_(vector),https://en.wikipedia.org/wiki/Mechanical_energy,https://en.wikipedia.org/wiki/Position_(geometry),None,AL-CPL,physics,en
Electron,Acceleration,https://en.wikipedia.org/wiki/Electron,https://en.wikipedia.org/wiki/Acceleration,None,AL-CPL,physics,en
Electrostatics,Distance,https://en.wikipedia.org/wiki/Electrostatics,https://en.wikipedia.org/wiki/Distance,None,AL-CPL,physics,en
Gravitational_acceleration,Motion_(physics),https://en.wikipedia.org/wiki/Gravitational_acceleration,https://en.wikipedia.org/wiki/Motion,None,AL-CPL,physics,en
Normal_force,Mass,https://en.wikipedia.org/wiki/Normal_force,https://en.wikipedia.org/wiki/Mass,None,AL-CPL,physics,en
Ohm's_law,Electromotive_force,https://en.wikipedia.org/wiki/Ohm%27s_law,https://en.wikipedia.org/wiki/Electromotive_force,None,AL-CPL,physics,en
Electric_potential,Voltmeter,https://en.wikipedia.org/wiki/Electric_potential,https://en.wikipedia.org/wiki/Voltmeter,None,AL-CPL,physics,en
Joule,Electric_potential_energy,https://en.wikipedia.org/wiki/Joule,https://en.wikipedia.org/wiki/Electric_potential_energy,None,AL-CPL,physics,en
Wavelength,Dispersion_(optics),https://en.wikipedia.org/wiki/Wavelength,https://en.wikipedia.org/wiki/Dispersion_(optics),None,AL-CPL,physics,en
Distance,Electric_potential,https://en.wikipedia.org/wiki/Distance,https://en.wikipedia.org/wiki/Electric_potential,A->B,AL-CPL,physics,en
Light,Fracture,https://en.wikipedia.org/wiki/Light,https://en.wikipedia.org/wiki/Fracture,None,AL-CPL,physics,en
Kinetic_energy,Friction,https://en.wikipedia.org/wiki/Kinetic_energy,https://en.wikipedia.org/wiki/Friction,None,AL-CPL,physics,en
Ray_(optics),Transverse_wave,https://en.wikipedia.org/wiki/Ray_(optics),https://en.wikipedia.org/wiki/Transverse_wave,None,AL-CPL,physics,en
Field_line,Magnetic_field,https://en.wikipedia.org/wiki/Field_line,https://en.wikipedia.org/wiki/Magnetic_field,None,AL-CPL,physics,en
Physics,Frame_of_reference,https://en.wikipedia.org/wiki/Physics,https://en.wikipedia.org/wiki/Frame_of_reference,A->B,AL-CPL,physics,en
Gravity,Gravitational_constant,https://en.wikipedia.org/wiki/Gravity,https://en.wikipedia.org/wiki/Gravitational_constant,A->B,AL-CPL,physics,en
Plasticity_(physics),Strength_of_materials,https://en.wikipedia.org/wiki/Plasticity_(physics),https://en.wikipedia.org/wiki/Strength_of_materials,A->B,AL-CPL,physics,en
Torque,Physics,https://en.wikipedia.org/wiki/Torque,https://en.wikipedia.org/wiki/Physics,None,AL-CPL,physics,en
Gravity,Newton's_law_of_universal_gravitation,https://en.wikipedia.org/wiki/Gravity,https://en.wikipedia.org/wiki/Newton%27s_law_of_universal_gravitation,A->B,AL-CPL,physics,en
Electron,Photoelectric_effect,https://en.wikipedia.org/wiki/Electron,https://en.wikipedia.org/wiki/Photoelectric_effect,A->B,AL-CPL,physics,en
Equations_of_motion,Newton's_laws_of_motion,https://en.wikipedia.org/wiki/Equations_of_motion,https://en.wikipedia.org/wiki/Newton%27s_laws_of_motion,None,AL-CPL,physics,en
Free_fall,Motion_(physics),https://en.wikipedia.org/wiki/Free_fall,https://en.wikipedia.org/wiki/Motion,None,AL-CPL,physics,en
Voltage,Electrical_resistance_and_conductance,https://en.wikipedia.org/wiki/Voltage,https://en.wikipedia.org/wiki/Electrical_resistance_and_conductance,A->B,AL-CPL,physics,en
Frame_of_reference,Motion_(physics),https://en.wikipedia.org/wiki/Frame_of_reference,https://en.wikipedia.org/wiki/Motion,None,AL-CPL,physics,en
Inertial_frame_of_reference,Light,https://en.wikipedia.org/wiki/Inertial_frame_of_reference,https://en.wikipedia.org/wiki/Light,None,AL-CPL,physics,en
Motion_(physics),Velocity,https://en.wikipedia.org/wiki/Motion,https://en.wikipedia.org/wiki/Velocity,A->B,AL-CPL,physics,en
Physics,Fatigue_(material),https://en.wikipedia.org/wiki/Physics,https://en.wikipedia.org/wiki/Fatigue_(material),A->B,AL-CPL,physics,en
Length,Dispersion_(optics),https://en.wikipedia.org/wiki/Length,https://en.wikipedia.org/wiki/Dispersion_(optics),None,AL-CPL,physics,en
Energy_level,Emission_spectrum,https://en.wikipedia.org/wiki/Energy_level,https://en.wikipedia.org/wiki/Emission_spectrum,A->B,AL-CPL,physics,en
Field_(physics),Gravitational_field,https://en.wikipedia.org/wiki/Field_(physics),https://en.wikipedia.org/wiki/Gravitational_field,A->B,AL-CPL,physics,en
Electromagnetic_radiation,Force,https://en.wikipedia.org/wiki/Electromagnetic_radiation,https://en.wikipedia.org/wiki/Force,None,AL-CPL,physics,en
Motion_graphs_and_derivatives,Velocity,https://en.wikipedia.org/wiki/Motion_graphs_and_derivatives,https://en.wikipedia.org/wiki/Velocity,None,AL-CPL,physics,en
Force,Collision,https://en.wikipedia.org/wiki/Force,https://en.wikipedia.org/wiki/Collision,A->B,AL-CPL,physics,en
Photoelectric_effect,Intensity_(physics),https://en.wikipedia.org/wiki/Photoelectric_effect,https://en.wikipedia.org/wiki/Intensity_(physics),None,AL-CPL,physics,en
Electromagnetic_spectrum,Frequency,https://en.wikipedia.org/wiki/Electromagnetic_spectrum,https://en.wikipedia.org/wiki/Frequency,None,AL-CPL,physics,en
Kinetic_energy,Joule,https://en.wikipedia.org/wiki/Kinetic_energy,https://en.wikipedia.org/wiki/Joule,None,AL-CPL,physics,en
Force,Power_(physics),https://en.wikipedia.org/wiki/Force,https://en.wikipedia.org/wiki/Power_(physics),A->B,AL-CPL,physics,en
Interference_(wave_propagation),Standing_wave,https://en.wikipedia.org/wiki/Wave_interference,https://en.wikipedia.org/wiki/Standing_wave,A->B,AL-CPL,physics,en
Force,Electrical_resistance_and_conductance,https://en.wikipedia.org/wiki/Force,https://en.wikipedia.org/wiki/Electrical_resistance_and_conductance,None,AL-CPL,physics,en
Inertial_frame_of_reference,Newton's_laws_of_motion,https://en.wikipedia.org/wiki/Inertial_frame_of_reference,https://en.wikipedia.org/wiki/Newton%27s_laws_of_motion,None,AL-CPL,physics,en
Normal_force,Euclidean_vector,https://en.wikipedia.org/wiki/Normal_force,https://en.wikipedia.org/wiki/Euclidean_vector,None,AL-CPL,physics,en
Gravitational_acceleration,Displacement_(vector),https://en.wikipedia.org/wiki/Gravitational_acceleration,https://en.wikipedia.org/wiki/Displacement_(geometry),None,AL-CPL,physics,en
Gravity,Friction,https://en.wikipedia.org/wiki/Gravity,https://en.wikipedia.org/wiki/Friction,None,AL-CPL,physics,en
Coulomb's_law,Electron,https://en.wikipedia.org/wiki/Coulomb%27s_law,https://en.wikipedia.org/wiki/Electron,None,AL-CPL,physics,en
Magnetism,Electric_field,https://en.wikipedia.org/wiki/Magnetism,https://en.wikipedia.org/wiki/Electric_field,None,AL-CPL,physics,en
Mirror_image,Reflection_(physics),https://en.wikipedia.org/wiki/Mirror_image,https://en.wikipedia.org/wiki/Reflection_(physics),None,AL-CPL,physics,en
Lever,Hooke's_law,https://en.wikipedia.org/wiki/Lever,https://en.wikipedia.org/wiki/Hooke%27s_law,None,AL-CPL,physics,en
Kilogram,Electric_potential,https://en.wikipedia.org/wiki/Kilogram,https://en.wikipedia.org/wiki/Electric_potential,None,AL-CPL,physics,en
Electromagnetic_radiation,Interference_(wave_propagation),https://en.wikipedia.org/wiki/Electromagnetic_radiation,https://en.wikipedia.org/wiki/Wave_interference,None,AL-CPL,physics,en
Mass,Frame_of_reference,https://en.wikipedia.org/wiki/Mass,https://en.wikipedia.org/wiki/Frame_of_reference,None,AL-CPL,physics,en
Electron,Energy_level,https://en.wikipedia.org/wiki/Electron,https://en.wikipedia.org/wiki/Energy_level,None,AL-CPL,physics,en
Torque,Euclidean_vector,https://en.wikipedia.org/wiki/Torque,https://en.wikipedia.org/wiki/Euclidean_vector,None,AL-CPL,physics,en
Le_Sage's_theory_of_gravitation,Motion_(physics),https://en.wikipedia.org/wiki/Le_Sage%27s_theory_of_gravitation,https://en.wikipedia.org/wiki/Motion,None,AL-CPL,physics,en
Mass,Telescope,https://en.wikipedia.org/wiki/Mass,https://en.wikipedia.org/wiki/Telescope,None,AL-CPL,physics,en
Diffraction,Laser,https://en.wikipedia.org/wiki/Diffraction,https://en.wikipedia.org/wiki/Laser,None,AL-CPL,physics,en
Contact_force,Friction,https://en.wikipedia.org/wiki/Contact_force,https://en.wikipedia.org/wiki/Friction,A->B,AL-CPL,physics,en
Displacement_(vector),Gravity_of_Earth,https://en.wikipedia.org/wiki/Displacement_(geometry),https://en.wikipedia.org/wiki/Gravity_of_Earth,A->B,AL-CPL,physics,en
Force,Refractive_index,https://en.wikipedia.org/wiki/Force,https://en.wikipedia.org/wiki/Refractive_index,None,AL-CPL,physics,en
Light,Laser,https://en.wikipedia.org/wiki/Light,https://en.wikipedia.org/wiki/Laser,A->B,AL-CPL,physics,en
Newton's_law_of_universal_gravitation,Speed,https://en.wikipedia.org/wiki/Newton%27s_law_of_universal_gravitation,https://en.wikipedia.org/wiki/Speed,None,AL-CPL,physics,en
Distance,Newton's_law_of_universal_gravitation,https://en.wikipedia.org/wiki/Distance,https://en.wikipedia.org/wiki/Newton%27s_law_of_universal_gravitation,A->B,AL-CPL,physics,en
Stiffness,Displacement_(vector),https://en.wikipedia.org/wiki/Stiffness,https://en.wikipedia.org/wiki/Displacement_(geometry),None,AL-CPL,physics,en
Collision,Inelastic_collision,https://en.wikipedia.org/wiki/Collision,https://en.wikipedia.org/wiki/Inelastic_collision,A->B,AL-CPL,physics,en
Physics,Diffraction,https://en.wikipedia.org/wiki/Physics,https://en.wikipedia.org/wiki/Diffraction,A->B,AL-CPL,physics,en
Equations_of_motion,Electric_field,https://en.wikipedia.org/wiki/Equations_of_motion,https://en.wikipedia.org/wiki/Electric_field,None,AL-CPL,physics,en
Friction,Inelastic_collision,https://en.wikipedia.org/wiki/Friction,https://en.wikipedia.org/wiki/Inelastic_collision,None,AL-CPL,physics,en
Projectile_motion,Velocity,https://en.wikipedia.org/wiki/Projectile_motion,https://en.wikipedia.org/wiki/Velocity,None,AL-CPL,physics,en
Diffraction,Reflection_(physics),https://en.wikipedia.org/wiki/Diffraction,https://en.wikipedia.org/wiki/Reflection_(physics),None,AL-CPL,physics,en
Light,Scattering,https://en.wikipedia.org/wiki/Light,https://en.wikipedia.org/wiki/Scattering,None,AL-CPL,physics,en
Position_(vector),Equations_of_motion,https://en.wikipedia.org/wiki/Position_(geometry),https://en.wikipedia.org/wiki/Equations_of_motion,A->B,AL-CPL,physics,en
Electric_field,Dielectric,https://en.wikipedia.org/wiki/Electric_field,https://en.wikipedia.org/wiki/Dielectric,A->B,AL-CPL,physics,en
Field_(physics),Temperature,https://en.wikipedia.org/wiki/Field_(physics),https://en.wikipedia.org/wiki/Temperature,None,AL-CPL,physics,en
Le_Sage's_theory_of_gravitation,Energy,https://en.wikipedia.org/wiki/Le_Sage%27s_theory_of_gravitation,https://en.wikipedia.org/wiki/Energy,None,AL-CPL,physics,en
Electromagnetic_radiation,Magnet,https://en.wikipedia.org/wiki/Electromagnetic_radiation,https://en.wikipedia.org/wiki/Magnet,None,AL-CPL,physics,en
Emission_spectrum,Electric_field,https://en.wikipedia.org/wiki/Emission_spectrum,https://en.wikipedia.org/wiki/Electric_field,None,AL-CPL,physics,en
Wave,Scattering,https://en.wikipedia.org/wiki/Wave,https://en.wikipedia.org/wiki/Scattering,A->B,AL-CPL,physics,en
Mechanical_energy,Potential_energy,https://en.wikipedia.org/wiki/Mechanical_energy,https://en.wikipedia.org/wiki/Potential_energy,None,AL-CPL,physics,en
Electromagnetic_radiation,Electrical_conductor,https://en.wikipedia.org/wiki/Electromagnetic_radiation,https://en.wikipedia.org/wiki/Electrical_conductor,None,AL-CPL,physics,en
Projectile_motion,Position_(vector),https://en.wikipedia.org/wiki/Projectile_motion,https://en.wikipedia.org/wiki/Position_(geometry),None,AL-CPL,physics,en
Potential_energy,Gravity_of_Earth,https://en.wikipedia.org/wiki/Potential_energy,https://en.wikipedia.org/wiki/Gravity_of_Earth,None,AL-CPL,physics,en
Speed,Friction,https://en.wikipedia.org/wiki/Speed,https://en.wikipedia.org/wiki/Friction,None,AL-CPL,physics,en
Refraction,Wave,https://en.wikipedia.org/wiki/Refraction,https://en.wikipedia.org/wiki/Wave,None,AL-CPL,physics,en
Transverse_wave,Magnetic_field,https://en.wikipedia.org/wiki/Transverse_wave,https://en.wikipedia.org/wiki/Magnetic_field,None,AL-CPL,physics,en
Dielectric,Friction,https://en.wikipedia.org/wiki/Dielectric,https://en.wikipedia.org/wiki/Friction,None,AL-CPL,physics,en
Temperature,Emission_spectrum,https://en.wikipedia.org/wiki/Temperature,https://en.wikipedia.org/wiki/Emission_spectrum,None,AL-CPL,physics,en
Wave,Interference_(wave_propagation),https://en.wikipedia.org/wiki/Wave,https://en.wikipedia.org/wiki/Wave_interference,A->B,AL-CPL,physics,en
Electrical_resistance_and_conductance,Insulator_(electricity),https://en.wikipedia.org/wiki/Electrical_resistance_and_conductance,https://en.wikipedia.org/wiki/Insulator_(electricity),None,AL-CPL,physics,en
Electromagnetic_radiation,Emission_spectrum,https://en.wikipedia.org/wiki/Electromagnetic_radiation,https://en.wikipedia.org/wiki/Emission_spectrum,A->B,AL-CPL,physics,en
Motion_(physics),Work_(physics),https://en.wikipedia.org/wiki/Motion,https://en.wikipedia.org/wiki/Work_(physics),A->B,AL-CPL,physics,en
Motion_(physics),Mechanical_energy,https://en.wikipedia.org/wiki/Motion,https://en.wikipedia.org/wiki/Mechanical_energy,A->B,AL-CPL,physics,en
Potential_energy,Mass,https://en.wikipedia.org/wiki/Potential_energy,https://en.wikipedia.org/wiki/Mass,None,AL-CPL,physics,en
Scalar_(mathematics),Hooke's_law,https://en.wikipedia.org/wiki/Scalar_(mathematics),https://en.wikipedia.org/wiki/Hooke%27s_law,None,AL-CPL,physics,en
Non-inertial_reference_frame,Frame_of_reference,https://en.wikipedia.org/wiki/Non-inertial_reference_frame,https://en.wikipedia.org/wiki/Frame_of_reference,None,AL-CPL,physics,en
Energy,Kinetic_energy,https://en.wikipedia.org/wiki/Energy,https://en.wikipedia.org/wiki/Kinetic_energy,A->B,AL-CPL,physics,en
Stiffness,Elasticity_(physics),https://en.wikipedia.org/wiki/Stiffness,https://en.wikipedia.org/wiki/Elasticity_(physics),None,AL-CPL,physics,en
Velocity,Doppler_effect,https://en.wikipedia.org/wiki/Velocity,https://en.wikipedia.org/wiki/Doppler_effect,A->B,AL-CPL,physics,en
Physics,Dispersion_(optics),https://en.wikipedia.org/wiki/Physics,https://en.wikipedia.org/wiki/Dispersion_(optics),A->B,AL-CPL,physics,en
Potential_energy,Electrostatics,https://en.wikipedia.org/wiki/Potential_energy,https://en.wikipedia.org/wiki/Electrostatics,A->B,AL-CPL,physics,en
Wave,Electron,https://en.wikipedia.org/wiki/Wave,https://en.wikipedia.org/wiki/Electron,None,AL-CPL,physics,en
Torque,Work_(physics),https://en.wikipedia.org/wiki/Torque,https://en.wikipedia.org/wiki/Work_(physics),None,AL-CPL,physics,en
Energy,Hardness,https://en.wikipedia.org/wiki/Energy,https://en.wikipedia.org/wiki/Hardness,None,AL-CPL,physics,en
Distance,Mechanical_energy,https://en.wikipedia.org/wiki/Distance,https://en.wikipedia.org/wiki/Mechanical_energy,A->B,AL-CPL,physics,en
Gravity_of_Earth,Displacement_(vector),https://en.wikipedia.org/wiki/Gravity_of_Earth,https://en.wikipedia.org/wiki/Displacement_(geometry),None,AL-CPL,physics,en
Mass,Shock_wave,https://en.wikipedia.org/wiki/Mass,https://en.wikipedia.org/wiki/Shock_wave,None,AL-CPL,physics,en
Refraction,Snell's_law,https://en.wikipedia.org/wiki/Refraction,https://en.wikipedia.org/wiki/Snell%27s_law,A->B,AL-CPL,physics,en
Reflection_(physics),Magnification,https://en.wikipedia.org/wiki/Reflection_(physics),https://en.wikipedia.org/wiki/Magnification,None,AL-CPL,physics,en
Collision,Mechanical_energy,https://en.wikipedia.org/wiki/Collision,https://en.wikipedia.org/wiki/Mechanical_energy,None,AL-CPL,physics,en
Inertial_frame_of_reference,Acceleration,https://en.wikipedia.org/wiki/Inertial_frame_of_reference,https://en.wikipedia.org/wiki/Acceleration,None,AL-CPL,physics,en
Coulomb's_law,Magnetism,https://en.wikipedia.org/wiki/Coulomb%27s_law,https://en.wikipedia.org/wiki/Magnetism,None,AL-CPL,physics,en
Gravity_of_Earth,Position_(vector),https://en.wikipedia.org/wiki/Gravity_of_Earth,https://en.wikipedia.org/wiki/Position_(geometry),None,AL-CPL,physics,en
