视频A顺序,视频B顺序,投票结果,视频A标题,视频B标题,视频A网站,视频B网站
23,56,0,shuffling,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/12vcF/shuffling,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
24,29,0,convex hull,stability,https://www.coursera.org/learn/algorithms-part1/lecture/KHJ1t/convex-hull,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability
24,40,0,convex hull,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/KHJ1t/convex-hull,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
24,41,0,convex hull,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/KHJ1t/convex-hull,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
24,43,0,convex hull,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/KHJ1t/convex-hull,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
24,46,0,convex hull,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/KHJ1t/convex-hull,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
24,52,0,convex hull,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/KHJ1t/convex-hull,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
24,56,0,convex hull,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/KHJ1t/convex-hull,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
25,40,0,mergesort,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/ARWDq/mergesort,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
25,41,0,mergesort,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/ARWDq/mergesort,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
25,43,0,mergesort,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/ARWDq/mergesort,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
25,46,0,mergesort,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/ARWDq/mergesort,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
25,52,0,mergesort,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/ARWDq/mergesort,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
25,56,0,mergesort,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/ARWDq/mergesort,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
27,40,1,sorting complexity,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/xAltF/sorting-complexity,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
27,41,1,sorting complexity,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/xAltF/sorting-complexity,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
27,43,0,sorting complexity,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/xAltF/sorting-complexity,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
27,46,0,sorting complexity,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/xAltF/sorting-complexity,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
27,52,1,sorting complexity,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/xAltF/sorting-complexity,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
28,29,1,comparators,stability,https://www.coursera.org/learn/algorithms-part1/lecture/9FYhS/comparators,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability
28,40,0,comparators,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/9FYhS/comparators,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
28,41,0,comparators,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/9FYhS/comparators,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
28,43,0,comparators,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/9FYhS/comparators,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
28,46,0,comparators,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/9FYhS/comparators,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
28,52,0,comparators,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/9FYhS/comparators,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
28,56,0,comparators,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/9FYhS/comparators,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
29,30,1,stability,quicksort,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/vjvnC/quicksort
29,31,1,stability,selection,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/UQxFT/selection
29,32,1,stability,duplicate keys,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/XvjPd/duplicate-keys
29,34,0,stability,apis and elementary implementations,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/A3kA3/apis-and-elementary-implementations
29,35,0,stability,binary heaps,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/Uzwy6/binary-heaps
29,36,1,stability,heapsort,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/ZjoSM/heapsort
29,37,0,stability,event driven simulation optional,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/QVhGs/event-driven-simulation-optional
29,38,0,stability,symbol table api,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/7WFvG/symbol-table-api
29,39,0,stability,elementary implementations,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/zkDUT/elementary-implementations
29,40,0,stability,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
29,41,0,stability,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
29,42,0,stability,ordered operations in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/aJdPT/ordered-operations-in-bsts
29,43,0,stability,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
29,44,0,stability,search trees,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/wIUNW/2-3-search-trees
29,46,0,stability,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
29,47,0,stability,1d range search,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/wSISD/1d-range-search
29,48,0,stability,line segment intersection,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/HeK99/line-segment-intersection
29,49,0,stability,kd trees,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/Yionu/kd-trees
29,51,0,stability,rectangle intersection,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/mNiwq/rectangle-intersection
29,52,0,stability,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
29,54,0,stability,linear probing,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/He696/linear-probing
29,56,0,stability,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/pvvLZ/stability,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
30,40,abandon,quicksort,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/vjvnC/quicksort,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
30,41,0,quicksort,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/vjvnC/quicksort,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
30,43,0,quicksort,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/vjvnC/quicksort,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
30,46,0,quicksort,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/vjvnC/quicksort,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
30,52,0,quicksort,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/vjvnC/quicksort,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
30,56,0,quicksort,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/vjvnC/quicksort,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
31,40,0,selection,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/UQxFT/selection,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
31,41,0,selection,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/UQxFT/selection,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
31,43,0,selection,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/UQxFT/selection,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
31,46,0,selection,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/UQxFT/selection,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
31,52,0,selection,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/UQxFT/selection,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
31,56,0,selection,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/UQxFT/selection,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
32,40,0,duplicate keys,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/XvjPd/duplicate-keys,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
32,41,0,duplicate keys,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/XvjPd/duplicate-keys,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
32,43,0,duplicate keys,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/XvjPd/duplicate-keys,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
32,46,0,duplicate keys,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/XvjPd/duplicate-keys,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
32,52,0,duplicate keys,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/XvjPd/duplicate-keys,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
32,56,0,duplicate keys,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/XvjPd/duplicate-keys,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
34,40,0,apis and elementary implementations,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/A3kA3/apis-and-elementary-implementations,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
34,41,0,apis and elementary implementations,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/A3kA3/apis-and-elementary-implementations,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
34,52,0,apis and elementary implementations,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/A3kA3/apis-and-elementary-implementations,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
35,40,0,binary heaps,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/Uzwy6/binary-heaps,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
35,41,1,binary heaps,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/Uzwy6/binary-heaps,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
35,52,0,binary heaps,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/Uzwy6/binary-heaps,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
35,56,0,binary heaps,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/Uzwy6/binary-heaps,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
36,40,0,heapsort,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/ZjoSM/heapsort,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
36,41,1,heapsort,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/ZjoSM/heapsort,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
36,43,0,heapsort,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/ZjoSM/heapsort,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
36,46,0,heapsort,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/ZjoSM/heapsort,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
36,52,0,heapsort,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/ZjoSM/heapsort,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
36,56,0,heapsort,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/ZjoSM/heapsort,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
37,40,0,event driven simulation optional,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/QVhGs/event-driven-simulation-optional,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
37,41,0,event driven simulation optional,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/QVhGs/event-driven-simulation-optional,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
37,43,0,event driven simulation optional,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/QVhGs/event-driven-simulation-optional,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
37,46,0,event driven simulation optional,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/QVhGs/event-driven-simulation-optional,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
37,52,0,event driven simulation optional,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/QVhGs/event-driven-simulation-optional,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
38,40,1,symbol table api,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/7WFvG/symbol-table-api,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
38,41,1,symbol table api,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/7WFvG/symbol-table-api,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
38,43,1,symbol table api,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/7WFvG/symbol-table-api,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
38,46,0,symbol table api,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/7WFvG/symbol-table-api,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
39,40,1,elementary implementations,ordered operations,https://www.coursera.org/learn/algorithms-part1/lecture/zkDUT/elementary-implementations,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations
39,41,1,elementary implementations,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/zkDUT/elementary-implementations,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
39,43,1,elementary implementations,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/zkDUT/elementary-implementations,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
39,46,0,elementary implementations,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/zkDUT/elementary-implementations,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
39,52,0,elementary implementations,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/zkDUT/elementary-implementations,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
40,41,1,ordered operations,binary search trees,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees
40,42,1,ordered operations,ordered operations in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations,https://www.coursera.org/learn/algorithms-part1/lecture/aJdPT/ordered-operations-in-bsts
40,43,0,ordered operations,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
40,44,1,ordered operations,search trees,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations,https://www.coursera.org/learn/algorithms-part1/lecture/wIUNW/2-3-search-trees
40,46,0,ordered operations,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
40,47,0,ordered operations,1d range search,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations,https://www.coursera.org/learn/algorithms-part1/lecture/wSISD/1d-range-search
40,48,0,ordered operations,line segment intersection,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations,https://www.coursera.org/learn/algorithms-part1/lecture/HeK99/line-segment-intersection
40,49,0,ordered operations,kd trees,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations,https://www.coursera.org/learn/algorithms-part1/lecture/Yionu/kd-trees
40,51,0,ordered operations,rectangle intersection,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations,https://www.coursera.org/learn/algorithms-part1/lecture/mNiwq/rectangle-intersection
40,52,0,ordered operations,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
40,54,0,ordered operations,linear probing,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations,https://www.coursera.org/learn/algorithms-part1/lecture/He696/linear-probing
40,56,0,ordered operations,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/VDp3O/ordered-operations,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
41,42,1,binary search trees,ordered operations in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees,https://www.coursera.org/learn/algorithms-part1/lecture/aJdPT/ordered-operations-in-bsts
41,43,1,binary search trees,deletion in bsts,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts
41,44,1,binary search trees,search trees,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees,https://www.coursera.org/learn/algorithms-part1/lecture/wIUNW/2-3-search-trees
41,46,1,binary search trees,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
41,47,0,binary search trees,1d range search,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees,https://www.coursera.org/learn/algorithms-part1/lecture/wSISD/1d-range-search
41,48,0,binary search trees,line segment intersection,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees,https://www.coursera.org/learn/algorithms-part1/lecture/HeK99/line-segment-intersection
41,49,0,binary search trees,kd trees,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees,https://www.coursera.org/learn/algorithms-part1/lecture/Yionu/kd-trees
41,51,0,binary search trees,rectangle intersection,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees,https://www.coursera.org/learn/algorithms-part1/lecture/mNiwq/rectangle-intersection
41,52,0,binary search trees,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
41,54,0,binary search trees,linear probing,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees,https://www.coursera.org/learn/algorithms-part1/lecture/He696/linear-probing
41,56,0,binary search trees,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/7An9B/binary-search-trees,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
42,52,0,ordered operations in bsts,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/aJdPT/ordered-operations-in-bsts,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
42,56,0,ordered operations in bsts,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/aJdPT/ordered-operations-in-bsts,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
43,44,1,deletion in bsts,search trees,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts,https://www.coursera.org/learn/algorithms-part1/lecture/wIUNW/2-3-search-trees
43,48,0,deletion in bsts,line segment intersection,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts,https://www.coursera.org/learn/algorithms-part1/lecture/HeK99/line-segment-intersection
43,49,0,deletion in bsts,kd trees,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts,https://www.coursera.org/learn/algorithms-part1/lecture/Yionu/kd-trees
43,51,0,deletion in bsts,rectangle intersection,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts,https://www.coursera.org/learn/algorithms-part1/lecture/mNiwq/rectangle-intersection
43,52,0,deletion in bsts,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
43,54,0,deletion in bsts,linear probing,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts,https://www.coursera.org/learn/algorithms-part1/lecture/He696/linear-probing
43,56,0,deletion in bsts,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/PWZAr/deletion-in-bsts,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
44,46,1,search trees,b trees optional,https://www.coursera.org/learn/algorithms-part1/lecture/wIUNW/2-3-search-trees,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional
44,52,0,search trees,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/wIUNW/2-3-search-trees,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
44,56,0,search trees,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/wIUNW/2-3-search-trees,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
46,48,0,b trees optional,line segment intersection,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional,https://www.coursera.org/learn/algorithms-part1/lecture/HeK99/line-segment-intersection
46,49,0,b trees optional,kd trees,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional,https://www.coursera.org/learn/algorithms-part1/lecture/Yionu/kd-trees
46,51,0,b trees optional,rectangle intersection,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional,https://www.coursera.org/learn/algorithms-part1/lecture/mNiwq/rectangle-intersection
46,52,0,b trees optional,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
46,54,0,b trees optional,linear probing,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional,https://www.coursera.org/learn/algorithms-part1/lecture/He696/linear-probing
46,56,0,b trees optional,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/HIlHd/b-trees-optional,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
47,52,0,1d range search,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/wSISD/1d-range-search,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
47,56,0,1d range search,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/wSISD/1d-range-search,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
48,52,0,line segment intersection,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/HeK99/line-segment-intersection,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
48,56,0,line segment intersection,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/HeK99/line-segment-intersection,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
49,52,0,kd trees,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/Yionu/kd-trees,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
49,56,0,kd trees,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/Yionu/kd-trees,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
51,52,0,rectangle intersection,hash tables,https://www.coursera.org/learn/algorithms-part1/lecture/mNiwq/rectangle-intersection,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables
51,56,0,rectangle intersection,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/mNiwq/rectangle-intersection,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
52,54,1,hash tables,linear probing,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables,https://www.coursera.org/learn/algorithms-part1/lecture/He696/linear-probing
52,56,0,hash tables,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/CMLqa/hash-tables,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
54,56,0,linear probing,symbol table applications sets optional,https://www.coursera.org/learn/algorithms-part1/lecture/He696/linear-probing,https://www.coursera.org/learn/algorithms-part1/lecture/ewcSx/symbol-table-applications-sets-optional
